timestamp,asset,direzione,esito,pnl_perc,hurst,kaufman,regime,cvd_proxy,vpin_proxy,atr_perc
2025-11-30T20:00,XXBTZUSD,SHORT,WIN,6.32,0.48139455212202675,0.076,MEAN_REVERSION,34239.0,0.308,0.8081
2025-12-01T00:00,XXBTZUSD,SHORT,WIN,1.99,0.48139455212202675,0.645,TRENDING,-326137.0,0.13,1.0154
2025-12-01T04:00,XXBTZUSD,SHORT,WIN,2.16,0.48139455212202675,0.712,TRENDING,-208860.0,0.152,1.046
2025-12-01T08:00,XXBTZUSD,SHORT,WIN,1.7,0.48139455212202675,0.711,TRENDING,-219619.0,0.138,1.0738
2025-12-01T12:00,XXBTZUSD,LONG,WIN,7.38,0.48139455212202675,0.803,TRENDING,-378493.0,0.021,1.2787
2025-12-01T16:00,XXBTZUSD,LONG,WIN,8.13,0.4825383009426921,0.741,TRENDING,-255700.0,0.015,1.3715
2025-12-01T20:00,XXBTZUSD,LONG,WIN,6.5,0.4825383009426921,0.506,UNDEFINED,-299430.0,0.02,1.4652
2025-12-02T00:00,XXBTZUSD,LONG,WIN,6.6,0.4825383009426921,0.42,UNDEFINED,-173223.0,0.07,1.4691
2025-12-02T04:00,XXBTZUSD,LONG,WIN,6.88,0.4825383009426921,0.466,UNDEFINED,-133749.0,0.08,1.4508
2025-12-02T08:00,XXBTZUSD,LONG,WIN,6.45,0.4825383009426921,0.414,UNDEFINED,-83161.0,0.111,1.4954
2025-12-02T12:00,XXBTZUSD,LONG,LOSS,-1.74,0.4885522586225244,0.044,MEAN_REVERSION,104293.0,0.048,1.7354
2025-12-02T16:00,XXBTZUSD,LONG,LOSS,-1.82,0.4885522586225244,0.597,UNDEFINED,183137.0,0.096,1.8234
2025-12-02T20:00,XXBTZUSD,LONG,LOSS,-1.86,0.4885522586225244,0.492,UNDEFINED,113852.0,0.062,1.8619
2025-12-03T00:00,XXBTZUSD,LONG,LOSS,-1.94,0.4885522586225244,0.614,TRENDING,159852.0,0.102,1.9372
2025-12-03T04:00,XXBTZUSD,SHORT,LOSS,-1.93,0.4885522586225244,0.874,TRENDING,185853.0,0.144,1.9312
2025-12-03T08:00,XXBTZUSD,SHORT,LOSS,-1.66,0.4963938199498585,0.87,TRENDING,202654.0,0.148,1.6613
2025-12-03T12:00,XXBTZUSD,LONG,LOSS,-1.75,0.4963938199498585,0.707,TRENDING,114725.0,0.025,1.7541
2025-12-03T16:00,XXBTZUSD,SHORT,LOSS,-1.81,0.4963938199498585,0.707,TRENDING,143735.0,0.14,1.8097
2025-12-03T20:00,XXBTZUSD,SHORT,LOSS,-1.68,0.4963938199498585,0.719,TRENDING,178885.0,0.192,1.6805
2025-12-04T00:00,XXBTZUSD,SHORT,LOSS,-1.67,0.4963938199498585,0.71,TRENDING,186082.0,0.217,1.6672
2025-12-04T04:00,XXBTZUSD,SHORT,LOSS,-1.59,0.4990729905117829,0.467,UNDEFINED,171042.0,0.192,1.5858
2025-12-04T08:00,XXBTZUSD,SHORT,LOSS,-1.57,0.4990729905117829,0.21,UNDEFINED,321676.0,0.172,1.5687
2025-12-04T12:00,XXBTZUSD,SHORT,WIN,2.82,0.4990729905117829,0.403,UNDEFINED,322208.0,0.193,1.6409
2025-12-04T16:00,XXBTZUSD,SHORT,LOSS,-1.74,0.4990729905117829,0.174,UNDEFINED,271334.0,0.148,1.7424
2025-12-04T20:00,XXBTZUSD,SHORT,WIN,3.05,0.4990729905117829,0.227,UNDEFINED,495708.0,0.157,1.4989
2025-12-05T00:00,XXBTZUSD,SHORT,WIN,3.05,0.5009597694045798,0.23,UNDEFINED,417180.0,0.14,1.3982
2025-12-05T04:00,XXBTZUSD,SHORT,WIN,3.16,0.5009597694045798,0.035,MEAN_REVERSION,390131.0,0.143,1.3541
2025-12-05T08:00,XXBTZUSD,SHORT,WIN,2.2,0.5009597694045798,0.479,UNDEFINED,335605.0,0.112,1.3066
2025-12-05T12:00,XXBTZUSD,SHORT,LOSS,-1.34,0.5009597694045798,0.761,TRENDING,203914.0,0.042,1.343
2025-12-05T16:00,XXBTZUSD,SHORT,LOSS,-1.49,0.5009597694045798,0.833,TRENDING,93456.0,0.015,1.4888
2025-12-05T20:00,XXBTZUSD,LONG,LOSS,-1.41,0.6456020775652724,0.841,TRENDING,-69200.0,0.013,1.4065
2025-12-06T00:00,XXBTZUSD,SHORT,LOSS,-1.32,0.6456020775652724,0.682,TRENDING,-156559.0,0.108,1.3199
2025-12-06T04:00,XXBTZUSD,SHORT,LOSS,-1.25,0.6456020775652724,0.74,TRENDING,-120076.0,0.068,1.2458
2025-12-06T08:00,XXBTZUSD,SHORT,LOSS,-1.18,0.6456020775652724,0.645,TRENDING,-161721.0,0.091,1.1797
2025-12-06T12:00,XXBTZUSD,SHORT,LOSS,-1.18,0.6456020775652724,0.644,TRENDING,-202111.0,0.238,1.1764
2025-12-06T16:00,XXBTZUSD,LONG,WIN,2.16,0.6504301891357491,0.674,TRENDING,-262534.0,0.169,1.1718
2025-12-06T20:00,XXBTZUSD,LONG,WIN,2.38,0.6504301891357491,0.732,TRENDING,-178858.0,0.125,1.1136
2025-12-07T00:00,XXBTZUSD,LONG,WIN,1.83,0.6504301891357491,0.44,TRENDING,-287494.0,0.112,0.9702
2025-12-07T04:00,XXBTZUSD,LONG,WIN,2.46,0.6504301891357491,0.339,TRENDING,-449191.0,0.097,0.9359
2025-12-07T08:00,XXBTZUSD,LONG,WIN,3.07,0.6504301891357491,0.2,UNDEFINED,-518926.0,0.073,0.9083
2025-12-07T12:00,XXBTZUSD,LONG,WIN,2.7,0.6547688218738345,0.083,MEAN_REVERSION,-367229.0,0.018,1.006
2025-12-07T16:00,XXBTZUSD,SHORT,LOSS,-1.09,0.6547688218738345,0.419,TRENDING,-242588.0,0.067,1.0875
2025-12-07T20:00,XXBTZUSD,LONG,LOSS,-1.17,0.6547688218738345,0.176,UNDEFINED,-393737.0,0.049,1.168
2025-12-08T00:00,XXBTZUSD,SHORT,LOSS,-1.12,0.6547688218738345,0.27,TRENDING,-230977.0,0.059,1.1166
2025-12-08T04:00,XXBTZUSD,SHORT,WIN,1.74,0.6547688218738345,0.313,TRENDING,-234496.0,0.079,1.1117
2025-12-08T08:00,XXBTZUSD,SHORT,WIN,2.15,0.6577650547011131,0.438,TRENDING,-137993.0,0.08,1.1163
2025-12-08T12:00,XXBTZUSD,LONG,WIN,3.01,0.6577650547011131,0.097,MEAN_REVERSION,-261425.0,0.066,1.3192
2025-12-08T16:00,XXBTZUSD,LONG,WIN,4.12,0.6577650547011131,0.053,MEAN_REVERSION,-125310.0,0.081,1.3462
2025-12-08T20:00,XXBTZUSD,LONG,WIN,3.48,0.6577650547011131,0.172,UNDEFINED,128820.0,0.092,1.3813
2025-12-09T00:00,XXBTZUSD,LONG,WIN,3.74,0.6577650547011131,0.162,UNDEFINED,199251.0,0.164,1.4117
2025-12-09T04:00,XXBTZUSD,LONG,WIN,3.68,0.6516950441194791,0.13,UNDEFINED,279221.0,0.096,1.4427
2025-12-09T08:00,XXBTZUSD,LONG,WIN,3.79,0.6045264800400134,0.179,UNDEFINED,205009.0,0.096,1.46
2025-12-09T12:00,XXBTZUSD,LONG,LOSS,-1.6,0.6121551361822162,0.328,TRENDING,318576.0,0.084,1.6038
