timestamp,asset,direzione,esito,pnl_perc,hurst,kaufman,regime,cvd_proxy,vpin_proxy,atr_perc
2025-11-30T20:00,XDGUSD,SHORT,WIN,8.73,0.5046161552075678,0.385,UNDEFINED,-382725.0,0.176,1.3525
2025-12-01T00:00,XDGUSD,SHORT,WIN,2.88,0.5046161552075678,0.753,TRENDING,-567548.0,0.312,1.6395
2025-12-01T04:00,XDGUSD,SHORT,WIN,3.14,0.5046161552075678,0.718,TRENDING,-437329.0,0.292,1.5953
2025-12-01T08:00,XDGUSD,SHORT,WIN,2.61,0.5046161552075678,0.706,TRENDING,-432059.0,0.298,1.6222
2025-12-01T12:00,XDGUSD,LONG,WIN,9.43,0.5046161552075678,0.786,TRENDING,-545497.0,0.425,1.8265
2025-12-01T16:00,XDGUSD,LONG,WIN,9.79,0.5053984638179148,0.867,TRENDING,-622528.0,0.645,1.8685
2025-12-01T20:00,XDGUSD,LONG,WIN,8.01,0.5053984638179148,0.667,TRENDING,-599234.0,0.552,1.9252
2025-12-02T00:00,XDGUSD,LONG,WIN,8.19,0.5053984638179148,0.6,UNDEFINED,-493781.0,0.487,1.911
2025-12-02T04:00,XDGUSD,LONG,WIN,10.99,0.5053984638179148,0.647,TRENDING,-497451.0,0.507,1.934
2025-12-02T08:00,XDGUSD,LONG,WIN,9.86,0.5053984638179148,0.573,UNDEFINED,-445967.0,0.467,1.9843
2025-12-02T12:00,XDGUSD,LONG,LOSS,-2.34,0.5174565600371028,0.011,MEAN_REVERSION,-128100.0,0.249,2.3419
2025-12-02T16:00,XDGUSD,LONG,LOSS,-2.41,0.5174565600371028,0.448,UNDEFINED,-173590.0,0.263,2.4063
2025-12-02T20:00,XDGUSD,LONG,WIN,3.92,0.5174565600371028,0.426,UNDEFINED,-204338.0,0.257,2.4485
2025-12-03T00:00,XDGUSD,LONG,LOSS,-2.49,0.5174565600371028,0.525,UNDEFINED,-176115.0,0.215,2.4854
2025-12-03T04:00,XDGUSD,SHORT,LOSS,-2.45,0.5174565600371028,0.836,TRENDING,-168288.0,0.172,2.4482
2025-12-03T08:00,XDGUSD,LONG,LOSS,-2.09,0.5103839367934879,0.833,TRENDING,-203928.0,0.223,2.0946
2025-12-03T12:00,XDGUSD,LONG,LOSS,-2.26,0.5103839367934879,0.73,TRENDING,-235117.0,0.279,2.2576
2025-12-03T16:00,XDGUSD,SHORT,LOSS,-2.32,0.5103839367934879,0.74,TRENDING,-204487.0,0.209,2.317
2025-12-03T20:00,XDGUSD,SHORT,LOSS,-2.21,0.5103839367934879,0.811,TRENDING,-188129.0,0.166,2.21
2025-12-04T00:00,XDGUSD,SHORT,LOSS,-2.25,0.5103839367934879,0.753,TRENDING,-207350.0,0.162,2.2502
2025-12-04T04:00,XDGUSD,SHORT,LOSS,-2.22,0.5031712442203152,0.338,UNDEFINED,-213575.0,0.174,2.2192
2025-12-04T08:00,XDGUSD,SHORT,WIN,3.4,0.5031712442203152,0.324,UNDEFINED,-36892.0,0.182,2.1785
2025-12-04T12:00,XDGUSD,SHORT,WIN,5.21,0.5031712442203152,0.388,UNDEFINED,-33763.0,0.145,2.2583
2025-12-04T16:00,XDGUSD,SHORT,WIN,6.12,0.5031712442203152,0.055,MEAN_REVERSION,-48258.0,0.171,2.3819
2025-12-04T20:00,XDGUSD,SHORT,WIN,5.7,0.5031712442203152,0.326,UNDEFINED,152929.0,0.202,1.9252
2025-12-05T00:00,XDGUSD,SHORT,WIN,5.81,0.5039911633077144,0.266,UNDEFINED,217609.0,0.197,1.8605
2025-12-05T04:00,XDGUSD,SHORT,WIN,5.76,0.5039911633077144,0.198,UNDEFINED,185950.0,0.185,1.8204
2025-12-05T08:00,XDGUSD,SHORT,WIN,3.69,0.5039911633077144,0.639,TRENDING,116024.0,0.192,1.9204
2025-12-05T12:00,XDGUSD,SHORT,LOSS,-1.86,0.5039911633077144,0.828,TRENDING,-33135.0,0.28,1.8586
2025-12-05T16:00,XDGUSD,LONG,LOSS,-2.08,0.5039911633077144,0.864,TRENDING,-133180.0,0.321,2.0824
2025-12-05T20:00,XDGUSD,LONG,LOSS,-1.93,0.6098601961477884,0.775,TRENDING,-431022.0,0.292,1.9328
2025-12-06T00:00,XDGUSD,SHORT,LOSS,-1.82,0.6098601961477884,0.719,TRENDING,-372609.0,0.169,1.8201
2025-12-06T04:00,XDGUSD,LONG,LOSS,-1.73,0.6098601961477884,0.835,TRENDING,-342442.0,0.208,1.7259
2025-12-06T08:00,XDGUSD,SHORT,LOSS,-1.67,0.6098601961477884,0.738,TRENDING,-355230.0,0.174,1.6678
2025-12-06T12:00,XDGUSD,LONG,LOSS,-1.64,0.6098601961477884,0.725,TRENDING,-439196.0,0.047,1.6362
2025-12-06T16:00,XDGUSD,LONG,LOSS,-1.65,0.616108393008428,0.759,TRENDING,-421051.0,0.033,1.6465
2025-12-06T20:00,XDGUSD,LONG,LOSS,-1.54,0.616108393008428,0.683,TRENDING,-375080.0,0.078,1.5447
2025-12-07T00:00,XDGUSD,LONG,LOSS,-1.35,0.616108393008428,0.465,TRENDING,-371752.0,0.086,1.3454
2025-12-07T04:00,XDGUSD,LONG,LOSS,-1.36,0.616108393008428,0.386,TRENDING,-483981.0,0.085,1.359
2025-12-07T08:00,XDGUSD,LONG,WIN,3.03,0.616108393008428,0.008,MEAN_REVERSION,-474094.0,0.109,1.372
2025-12-07T12:00,XDGUSD,LONG,WIN,2.75,0.6133220789753311,0.049,MEAN_REVERSION,-306716.0,0.31,1.5348
2025-12-07T16:00,XDGUSD,SHORT,WIN,2.35,0.6133220789753311,0.306,TRENDING,-203517.0,0.207,1.5476
2025-12-07T20:00,XDGUSD,LONG,WIN,3.26,0.6133220789753311,0.063,MEAN_REVERSION,-346007.0,0.209,1.7483
2025-12-08T00:00,XDGUSD,LONG,LOSS,-1.63,0.6133220789753311,0.06,MEAN_REVERSION,-235757.0,0.206,1.6297
2025-12-08T04:00,XDGUSD,SHORT,LOSS,-1.65,0.6133220789753311,0.203,TRENDING,-152296.0,0.212,1.652
2025-12-08T08:00,XDGUSD,SHORT,LOSS,-1.71,0.6136852866692775,0.295,TRENDING,-6161.0,0.056,1.7092
2025-12-08T12:00,XDGUSD,LONG,LOSS,-1.81,0.6136852866692775,0.208,TRENDING,-128311.0,0.085,1.8058
